experiment,subject,condition,total_trial_num,block_num,image_name,is_right
1A,p150212,low,1,1,low_B_111,1
1A,p150212,low,2,1,low_A_000,1
1A,p150212,low,3,1,low_A_000,1
1A,p150212,low,4,1,low_B_110,1
1A,p150212,low,5,1,low_B_101,0
1A,p150212,low,6,1,low_B_111,1
1A,p150212,low,7,1,low_A_001,0
1A,p150212,low,8,1,low_A_010,1
1A,p150212,low,9,2,low_B_110,1
1A,p150212,low,10,2,low_A_001,1
1A,p150212,low,11,2,low_A_010,1
1A,p150212,low,12,2,low_A_000,1
1A,p150212,low,13,2,low_B_111,1
1A,p150212,low,14,2,low_B_101,0
1A,p150212,low,15,2,low_A_000,1
1A,p150212,low,16,2,low_B_111,1
1A,p150212,low,17,3,low_A_010,1
1A,p150212,low,18,3,low_A_001,1
1A,p150212,low,19,3,low_A_000,1
1A,p150212,low,20,3,low_B_110,1
1A,p150212,low,21,3,low_B_101,1
1A,p150212,low,22,3,low_A_000,1
1A,p150212,low,23,3,low_B_111,1
1A,p150212,low,24,3,low_B_111,1
1A,p157080,low,1,1,low_B_111,1
1A,p157080,low,2,1,low_A_001,1
1A,p157080,low,3,1,low_A_010,0
1A,p157080,low,4,1,low_B_111,1
1A,p157080,low,5,1,low_B_101,0
1A,p157080,low,6,1,low_A_000,0
1A,p157080,low,7,1,low_B_110,1
1A,p157080,low,8,1,low_A_000,1
1A,p157080,low,9,2,low_B_101,0
1A,p157080,low,10,2,low_B_111,1
1A,p157080,low,11,2,low_B_110,1
1A,p157080,low,12,2,low_B_111,1
1A,p157080,low,13,2,low_A_000,1
1A,p157080,low,14,2,low_A_010,0
1A,p157080,low,15,2,low_A_000,1
1A,p157080,low,16,2,low_A_001,1
1A,p157080,low,17,3,low_B_101,0
1A,p157080,low,18,3,low_A_000,1
1A,p157080,low,19,3,low_B_111,1
1A,p157080,low,20,3,low_B_110,1
1A,p157080,low,21,3,low_B_111,1
1A,p157080,low,22,3,low_A_000,1
1A,p157080,low,23,3,low_A_001,1
1A,p157080,low,24,3,low_A_010,0
1A,p191463,low,1,1,low_A_001,1
1A,p191463,low,2,1,low_A_000,1
1A,p191463,low,3,1,low_B_101,1
1A,p191463,low,4,1,low_B_111,1
1A,p191463,low,5,1,low_B_110,1
1A,p191463,low,6,1,low_B_111,1
1A,p191463,low,7,1,low_A_010,1
1A,p191463,low,8,1,low_A_000,1
1A,p191463,low,9,2,low_B_101,1
1A,p191463,low,10,2,low_B_110,1
1A,p191463,low,11,2,low_A_000,1
1A,p191463,low,12,2,low_B_111,1
1A,p191463,low,13,2,low_A_001,1
1A,p191463,low,14,2,low_A_000,1
1A,p191463,low,15,2,low_A_010,1
1A,p191463,low,16,2,low_B_111,1
1A,p191463,low,17,3,low_A_000,1
1A,p191463,low,18,3,low_A_010,1
1A,p191463,low,19,3,low_B_111,1
1A,p191463,low,20,3,low_B_101,1
1A,p191463,low,21,3,low_A_000,1
1A,p191463,low,22,3,low_B_110,1
1A,p191463,low,23,3,low_B_111,0
1A,p191463,low,24,3,low_A_001,1
1A,p20905,high,1,1,high_B_111,1
1A,p20905,high,2,1,high_B_111,1
1A,p20905,high,3,1,high_B_110,1
1A,p20905,high,4,1,high_B_101,0
1A,p20905,high,5,1,high_A_001,1
1A,p20905,high,6,1,high_A_010,1
1A,p20905,high,7,1,high_A_000,1
1A,p20905,high,8,1,high_A_000,1
1A,p20905,high,9,2,high_B_101,1
1A,p20905,high,10,2,high_A_001,1
1A,p20905,high,11,2,high_A_010,1
1A,p20905,high,12,2,high_B_111,1
1A,p20905,high,13,2,high_B_111,1
1A,p20905,high,14,2,high_B_110,1
1A,p20905,high,15,2,high_A_000,1
1A,p20905,high,16,2,high_A_000,1
1A,p20905,high,17,3,high_B_110,1
1A,p20905,high,18,3,high_A_001,1
1A,p20905,high,19,3,high_A_000,1
1A,p20905,high,20,3,high_B_101,1
1A,p20905,high,21,3,high_B_111,1
1A,p20905,high,22,3,high_B_111,1
1A,p20905,high,23,3,high_A_000,1
1A,p20905,high,24,3,high_A_010,1
1A,p213384,high,1,1,high_B_101,1
1A,p213384,high,2,1,high_A_001,1
1A,p213384,high,3,1,high_A_000,1
1A,p213384,high,4,1,high_A_000,1
1A,p213384,high,5,1,high_B_111,1
1A,p213384,high,6,1,high_B_110,1
1A,p213384,high,7,1,high_B_111,1
1A,p213384,high,8,1,high_A_010,1
1A,p213384,high,9,2,high_B_110,1
1A,p213384,high,10,2,high_B_101,1
1A,p213384,high,11,2,high_A_000,1
1A,p213384,high,12,2,high_A_001,1
1A,p213384,high,13,2,high_A_000,1
1A,p213384,high,14,2,high_B_111,1
1A,p213384,high,15,2,high_B_111,1
1A,p213384,high,16,2,high_A_010,1
1A,p213384,high,17,3,high_B_111,1
1A,p213384,high,18,3,high_B_111,1
1A,p213384,high,19,3,high_A_000,1
1A,p213384,high,20,3,high_A_001,1
1A,p213384,high,21,3,high_A_000,1
1A,p213384,high,22,3,high_B_101,1
1A,p213384,high,23,3,high_B_110,1
1A,p213384,high,24,3,high_A_010,1
1A,p25634,low,1,1,low_A_010,1
1A,p25634,low,2,1,low_B_101,0
1A,p25634,low,3,1,low_B_111,0
1A,p25634,low,4,1,low_A_000,1
1A,p25634,low,5,1,low_A_000,1
1A,p25634,low,6,1,low_B_111,0
1A,p25634,low,7,1,low_A_001,1
1A,p25634,low,8,1,low_B_110,0
1A,p25634,low,9,2,low_B_110,1
1A,p25634,low,10,2,low_A_000,0
1A,p25634,low,11,2,low_A_010,0
1A,p25634,low,12,2,low_B_111,1
1A,p25634,low,13,2,low_B_101,1
1A,p25634,low,14,2,low_A_000,0
1A,p25634,low,15,2,low_B_111,1
1A,p25634,low,16,2,low_A_001,1
1A,p25634,low,17,3,low_A_001,1
1A,p25634,low,18,3,low_B_110,1
1A,p25634,low,19,3,low_B_111,1
1A,p25634,low,20,3,low_A_000,1
1A,p25634,low,21,3,low_A_000,1
1A,p25634,low,22,3,low_B_101,0
1A,p25634,low,23,3,low_A_010,1
1A,p25634,low,24,3,low_B_111,1
1A,p269913,low,1,1,low_B_111,0
1A,p269913,low,2,1,low_A_001,0
1A,p269913,low,3,1,low_B_101,0
1A,p269913,low,4,1,low_A_000,1
1A,p269913,low,5,1,low_A_010,1
1A,p269913,low,6,1,low_A_000,1
1A,p269913,low,7,1,low_B_110,0
1A,p269913,low,8,1,low_B_111,1
1A,p269913,low,9,2,low_B_110,1
1A,p269913,low,10,2,low_B_111,1
1A,p269913,low,11,2,low_A_001,0
1A,p269913,low,12,2,low_A_000,1
1A,p269913,low,13,2,low_B_111,1
1A,p269913,low,14,2,low_B_101,0
1A,p269913,low,15,2,low_A_000,0
1A,p269913,low,16,2,low_A_010,1
1A,p269913,low,17,3,low_B_111,0
1A,p269913,low,18,3,low_A_001,0
1A,p269913,low,19,3,low_B_111,0
1A,p269913,low,20,3,low_B_110,1
1A,p269913,low,21,3,low_A_010,0
1A,p269913,low,22,3,low_A_000,1
1A,p269913,low,23,3,low_B_101,0
1A,p269913,low,24,3,low_A_000,0
1A,p270949,low,1,1,low_B_110,0
1A,p270949,low,2,1,low_A_000,1
1A,p270949,low,3,1,low_A_010,0
1A,p270949,low,4,1,low_B_101,1
1A,p270949,low,5,1,low_B_111,1
1A,p270949,low,6,1,low_A_001,1
1A,p270949,low,7,1,low_B_111,1
1A,p270949,low,8,1,low_A_000,1
1A,p270949,low,9,2,low_B_111,1
1A,p270949,low,10,2,low_B_101,1
1A,p270949,low,11,2,low_B_110,1
1A,p270949,low,12,2,low_A_010,1
1A,p270949,low,13,2,low_A_000,1
1A,p270949,low,14,2,low_B_111,1
1A,p270949,low,15,2,low_A_001,1
1A,p270949,low,16,2,low_A_000,1
1A,p270949,low,17,3,low_B_110,1
1A,p270949,low,18,3,low_B_111,1
1A,p270949,low,19,3,low_A_010,1
1A,p270949,low,20,3,low_A_000,1
1A,p270949,low,21,3,low_A_001,1
1A,p270949,low,22,3,low_B_111,1
1A,p270949,low,23,3,low_A_000,1
1A,p270949,low,24,3,low_B_101,1
1A,p299672,high,1,1,high_A_000,0
1A,p299672,high,2,1,high_B_110,1
1A,p299672,high,3,1,high_A_001,1
1A,p299672,high,4,1,high_A_000,1
1A,p299672,high,5,1,high_B_111,1
1A,p299672,high,6,1,high_A_010,1
1A,p299672,high,7,1,high_B_111,1
1A,p299672,high,8,1,high_B_101,0
1A,p299672,high,9,2,high_B_101,0
1A,p299672,high,10,2,high_A_001,1
1A,p299672,high,11,2,high_A_000,1
1A,p299672,high,12,2,high_B_110,1
1A,p299672,high,13,2,high_A_000,1
1A,p299672,high,14,2,high_B_111,1
1A,p299672,high,15,2,high_A_010,1
1A,p299672,high,16,2,high_B_111,1
1A,p299672,high,17,3,high_B_110,1
1A,p299672,high,18,3,high_B_111,1
1A,p299672,high,19,3,high_A_000,1
1A,p299672,high,20,3,high_A_010,1
1A,p299672,high,21,3,high_B_111,1
1A,p299672,high,22,3,high_B_101,0
1A,p299672,high,23,3,high_A_001,1
1A,p299672,high,24,3,high_A_000,1
1A,p329481,low,1,1,low_B_110,0
1A,p329481,low,2,1,low_A_000,1
1A,p329481,low,3,1,low_A_010,1
1A,p329481,low,4,1,low_B_111,1
1A,p329481,low,5,1,low_B_111,1
1A,p329481,low,6,1,low_A_000,1
1A,p329481,low,7,1,low_A_001,1
1A,p329481,low,8,1,low_B_101,1
1A,p329481,low,9,2,low_B_111,1
1A,p329481,low,10,2,low_B_110,0
1A,p329481,low,11,2,low_A_000,1
1A,p329481,low,12,2,low_A_001,0
1A,p329481,low,13,2,low_B_111,1
1A,p329481,low,14,2,low_A_010,1
1A,p329481,low,15,2,low_B_101,1
1A,p329481,low,16,2,low_A_000,1
1A,p329481,low,17,3,low_B_111,1
1A,p329481,low,18,3,low_A_000,1
1A,p329481,low,19,3,low_A_010,0
1A,p329481,low,20,3,low_A_000,0
1A,p329481,low,21,3,low_B_111,1
1A,p329481,low,22,3,low_A_001,0
1A,p329481,low,23,3,low_B_110,1
1A,p329481,low,24,3,low_B_101,1
1A,p335876,low,1,1,low_B_111,1
1A,p335876,low,2,1,low_A_000,1
1A,p335876,low,3,1,low_A_001,1
1A,p335876,low,4,1,low_A_010,0
1A,p335876,low,5,1,low_A_000,0
1A,p335876,low,6,1,low_B_110,1
1A,p335876,low,7,1,low_B_101,1
1A,p335876,low,8,1,low_B_111,1
1A,p335876,low,9,2,low_B_110,1
1A,p335876,low,10,2,low_A_010,1
1A,p335876,low,11,2,low_A_000,1
1A,p335876,low,12,2,low_A_000,1
1A,p335876,low,13,2,low_B_111,1
1A,p335876,low,14,2,low_B_111,1
1A,p335876,low,15,2,low_A_001,1
1A,p335876,low,16,2,low_B_101,1
1A,p335876,low,17,3,low_A_001,1
1A,p335876,low,18,3,low_B_111,1
1A,p335876,low,19,3,low_B_110,1
1A,p335876,low,20,3,low_A_000,1
1A,p335876,low,21,3,low_A_000,1
1A,p335876,low,22,3,low_B_111,1
1A,p335876,low,23,3,low_B_101,0
1A,p335876,low,24,3,low_A_010,1
1A,p359420,high,1,1,high_B_111,0
1A,p359420,high,2,1,high_B_110,0
1A,p359420,high,3,1,high_B_111,1
1A,p359420,high,4,1,high_A_010,0
1A,p359420,high,5,1,high_B_101,1
1A,p359420,high,6,1,high_A_000,1
1A,p359420,high,7,1,high_A_000,1
1A,p359420,high,8,1,high_A_001,1
1A,p359420,high,9,2,high_B_111,1
1A,p359420,high,10,2,high_B_101,0
1A,p359420,high,11,2,high_A_000,1
1A,p359420,high,12,2,high_A_001,1
1A,p359420,high,13,2,high_B_111,1
1A,p359420,high,14,2,high_B_110,1
1A,p359420,high,15,2,high_A_010,1
1A,p359420,high,16,2,high_A_000,1
1A,p359420,high,17,3,high_B_111,1
1A,p359420,high,18,3,high_B_110,1
1A,p359420,high,19,3,high_A_001,1
1A,p359420,high,20,3,high_B_101,1
1A,p359420,high,21,3,high_B_111,1
1A,p359420,high,22,3,high_A_000,1
1A,p359420,high,23,3,high_A_010,1
1A,p359420,high,24,3,high_A_000,1
1A,p382311,high,1,1,high_B_110,1
1A,p382311,high,2,1,high_A_000,1
1A,p382311,high,3,1,high_A_010,0
1A,p382311,high,4,1,high_B_111,0
1A,p382311,high,5,1,high_B_101,1
1A,p382311,high,6,1,high_A_000,1
1A,p382311,high,7,1,high_B_111,1
1A,p382311,high,8,1,high_A_001,1
1A,p382311,high,9,2,high_A_010,0
1A,p382311,high,10,2,high_B_111,1
1A,p382311,high,11,2,high_B_111,1
1A,p382311,high,12,2,high_B_101,0
1A,p382311,high,13,2,high_A_001,1
1A,p382311,high,14,2,high_B_110,1
1A,p382311,high,15,2,high_A_000,1
1A,p382311,high,16,2,high_A_000,1
1A,p382311,high,17,3,high_A_000,1
1A,p382311,high,18,3,high_B_110,1
1A,p382311,high,19,3,high_B_111,1
1A,p382311,high,20,3,high_A_000,1
1A,p382311,high,21,3,high_B_111,1
1A,p382311,high,22,3,high_A_001,1
1A,p382311,high,23,3,high_A_010,0
1A,p382311,high,24,3,high_B_101,0
1A,p382455,high,1,1,high_B_110,1
1A,p382455,high,2,1,high_A_001,1
1A,p382455,high,3,1,high_A_000,1
1A,p382455,high,4,1,high_B_101,1
1A,p382455,high,5,1,high_B_111,1
1A,p382455,high,6,1,high_A_010,0
1A,p382455,high,7,1,high_A_000,1
1A,p382455,high,8,1,high_B_111,1
1A,p382455,high,9,2,high_A_000,1
1A,p382455,high,10,2,high_B_111,1
1A,p382455,high,11,2,high_A_010,0
1A,p382455,high,12,2,high_B_111,1
1A,p382455,high,13,2,high_A_000,1
1A,p382455,high,14,2,high_A_001,1
1A,p382455,high,15,2,high_B_110,1
1A,p382455,high,16,2,high_B_101,1
1A,p382455,high,17,3,high_A_010,1
1A,p382455,high,18,3,high_B_101,1
1A,p382455,high,19,3,high_B_111,1
1A,p382455,high,20,3,high_A_000,1
1A,p382455,high,21,3,high_A_000,1
1A,p382455,high,22,3,high_B_110,1
1A,p382455,high,23,3,high_A_001,1
1A,p382455,high,24,3,high_B_111,1
1A,p445288,high,1,1,high_A_001,0
1A,p445288,high,2,1,high_A_000,1
1A,p445288,high,3,1,high_B_111,1
1A,p445288,high,4,1,high_A_010,0
1A,p445288,high,5,1,high_B_110,1
1A,p445288,high,6,1,high_B_101,0
1A,p445288,high,7,1,high_A_000,1
1A,p445288,high,8,1,high_B_111,1
1A,p445288,high,9,2,high_B_101,0
1A,p445288,high,10,2,high_A_001,1
1A,p445288,high,11,2,high_A_010,0
1A,p445288,high,12,2,high_A_000,0
1A,p445288,high,13,2,high_B_110,1
1A,p445288,high,14,2,high_B_111,1
1A,p445288,high,15,2,high_A_000,1
1A,p445288,high,16,2,high_B_111,1
1A,p445288,high,17,3,high_B_111,0
1A,p445288,high,18,3,high_A_000,1
1A,p445288,high,19,3,high_B_110,1
1A,p445288,high,20,3,high_A_010,1
1A,p445288,high,21,3,high_B_101,0
1A,p445288,high,22,3,high_A_001,1
1A,p445288,high,23,3,high_A_000,1
1A,p445288,high,24,3,high_B_111,1
1A,p451009,low,1,1,low_A_010,1
1A,p451009,low,2,1,low_A_001,0
1A,p451009,low,3,1,low_A_000,0
1A,p451009,low,4,1,low_A_000,1
1A,p451009,low,5,1,low_B_101,0
1A,p451009,low,6,1,low_B_110,1
1A,p451009,low,7,1,low_B_111,1
1A,p451009,low,8,1,low_B_111,1
1A,p451009,low,9,2,low_A_001,1
1A,p451009,low,10,2,low_A_000,1
1A,p451009,low,11,2,low_B_101,0
1A,p451009,low,12,2,low_A_010,0
1A,p451009,low,13,2,low_A_000,1
1A,p451009,low,14,2,low_B_110,0
1A,p451009,low,15,2,low_B_111,1
1A,p451009,low,16,2,low_B_111,1
1A,p451009,low,17,3,low_B_111,1
1A,p451009,low,18,3,low_A_010,1
1A,p451009,low,19,3,low_A_001,1
1A,p451009,low,20,3,low_A_000,1
1A,p451009,low,21,3,low_B_111,1
1A,p451009,low,22,3,low_B_101,1
1A,p451009,low,23,3,low_B_110,1
1A,p451009,low,24,3,low_A_000,1
1A,p454103,high,1,1,high_B_101,1
1A,p454103,high,2,1,high_A_000,0
1A,p454103,high,3,1,high_B_110,1
1A,p454103,high,4,1,high_A_001,1
1A,p454103,high,5,1,high_A_010,1
1A,p454103,high,6,1,high_B_111,1
1A,p454103,high,7,1,high_A_000,1
1A,p454103,high,8,1,high_B_111,1
1A,p454103,high,9,2,high_A_000,1
1A,p454103,high,10,2,high_B_111,1
1A,p454103,high,11,2,high_B_101,0
1A,p454103,high,12,2,high_B_110,1
1A,p454103,high,13,2,high_A_010,0
1A,p454103,high,14,2,high_B_111,0
1A,p454103,high,15,2,high_A_000,1
1A,p454103,high,16,2,high_A_001,1
1A,p454103,high,17,3,high_A_010,1
1A,p454103,high,18,3,high_B_110,1
1A,p454103,high,19,3,high_A_000,1
1A,p454103,high,20,3,high_B_111,1
1A,p454103,high,21,3,high_B_101,0
1A,p454103,high,22,3,high_A_001,1
1A,p454103,high,23,3,high_A_000,1
1A,p454103,high,24,3,high_B_111,1
1A,p454214,low,1,1,low_A_000,1
1A,p454214,low,2,1,low_B_110,1
1A,p454214,low,3,1,low_A_001,1
1A,p454214,low,4,1,low_B_101,0
1A,p454214,low,5,1,low_B_111,1
1A,p454214,low,6,1,low_A_000,1
1A,p454214,low,7,1,low_B_111,1
1A,p454214,low,8,1,low_A_010,1
1A,p454214,low,9,2,low_B_110,1
1A,p454214,low,10,2,low_A_000,1
1A,p454214,low,11,2,low_B_101,1
1A,p454214,low,12,2,low_A_001,1
1A,p454214,low,13,2,low_B_111,1
1A,p454214,low,14,2,low_A_010,1
1A,p454214,low,15,2,low_A_000,1
1A,p454214,low,16,2,low_B_111,1
1A,p454214,low,17,3,low_B_111,1
1A,p454214,low,18,3,low_A_000,1
1A,p454214,low,19,3,low_A_000,1
1A,p454214,low,20,3,low_B_111,1
1A,p454214,low,21,3,low_A_001,1
1A,p454214,low,22,3,low_B_110,1
1A,p454214,low,23,3,low_B_101,0
1A,p454214,low,24,3,low_A_010,1
1A,p457572,high,1,1,high_B_101,0
1A,p457572,high,2,1,high_A_001,0
1A,p457572,high,3,1,high_A_010,1
1A,p457572,high,4,1,high_B_111,1
1A,p457572,high,5,1,high_B_110,1
1A,p457572,high,6,1,high_A_000,1
1A,p457572,high,7,1,high_A_000,1
1A,p457572,high,8,1,high_B_111,1
1A,p457572,high,9,2,high_A_001,1
1A,p457572,high,10,2,high_A_000,1
1A,p457572,high,11,2,high_A_010,1
1A,p457572,high,12,2,high_B_111,1
1A,p457572,high,13,2,high_B_101,1
1A,p457572,high,14,2,high_A_000,1
1A,p457572,high,15,2,high_B_110,1
1A,p457572,high,16,2,high_B_111,1
1A,p457572,high,17,3,high_A_010,1
1A,p457572,high,18,3,high_B_111,1
1A,p457572,high,19,3,high_A_000,1
1A,p457572,high,20,3,high_B_111,1
1A,p457572,high,21,3,high_A_000,1
1A,p457572,high,22,3,high_A_001,1
1A,p457572,high,23,3,high_B_110,1
1A,p457572,high,24,3,high_B_101,1
1A,p461893,high,1,1,high_B_111,1
1A,p461893,high,2,1,high_B_110,1
1A,p461893,high,3,1,high_A_001,1
1A,p461893,high,4,1,high_A_010,1
1A,p461893,high,5,1,high_A_000,1
1A,p461893,high,6,1,high_B_101,1
1A,p461893,high,7,1,high_B_111,1
1A,p461893,high,8,1,high_A_000,1
1A,p461893,high,9,2,high_B_111,1
1A,p461893,high,10,2,high_B_110,0
1A,p461893,high,11,2,high_A_010,0
1A,p461893,high,12,2,high_A_001,1
1A,p461893,high,13,2,high_B_101,1
1A,p461893,high,14,2,high_A_000,1
1A,p461893,high,15,2,high_A_000,1
1A,p461893,high,16,2,high_B_111,1
1A,p461893,high,17,3,high_A_001,0
1A,p461893,high,18,3,high_A_010,1
1A,p461893,high,19,3,high_A_000,1
1A,p461893,high,20,3,high_B_111,1
1A,p461893,high,21,3,high_B_111,1
1A,p461893,high,22,3,high_B_101,1
1A,p461893,high,23,3,high_B_110,0
1A,p461893,high,24,3,high_A_000,1
1A,p464208,high,1,1,high_A_010,0
1A,p464208,high,2,1,high_B_101,1
1A,p464208,high,3,1,high_B_111,0
1A,p464208,high,4,1,high_A_000,1
1A,p464208,high,5,1,high_A_000,1
1A,p464208,high,6,1,high_B_110,0
1A,p464208,high,7,1,high_A_001,0
1A,p464208,high,8,1,high_B_111,1
1A,p464208,high,9,2,high_A_001,1
1A,p464208,high,10,2,high_B_101,1
1A,p464208,high,11,2,high_B_110,0
1A,p464208,high,12,2,high_B_111,1
1A,p464208,high,13,2,high_A_000,1
1A,p464208,high,14,2,high_A_000,1
1A,p464208,high,15,2,high_B_111,1
1A,p464208,high,16,2,high_A_010,1
1A,p464208,high,17,3,high_A_000,1
1A,p464208,high,18,3,high_A_000,1
1A,p464208,high,19,3,high_A_010,1
1A,p464208,high,20,3,high_B_101,1
1A,p464208,high,21,3,high_A_001,1
1A,p464208,high,22,3,high_B_110,1
1A,p464208,high,23,3,high_B_111,1
1A,p464208,high,24,3,high_B_111,1
1A,p475749,low,1,1,low_A_001,0
1A,p475749,low,2,1,low_A_000,1
1A,p475749,low,3,1,low_A_010,1
1A,p475749,low,4,1,low_B_101,0
1A,p475749,low,5,1,low_B_110,0
1A,p475749,low,6,1,low_A_000,1
1A,p475749,low,7,1,low_B_111,1
1A,p475749,low,8,1,low_B_111,1
1A,p475749,low,9,2,low_A_000,1
1A,p475749,low,10,2,low_B_111,1
1A,p475749,low,11,2,low_A_001,1
1A,p475749,low,12,2,low_B_111,1
1A,p475749,low,13,2,low_B_101,1
1A,p475749,low,14,2,low_B_110,1
1A,p475749,low,15,2,low_A_010,1
1A,p475749,low,16,2,low_A_000,1
1A,p475749,low,17,3,low_A_001,1
1A,p475749,low,18,3,low_A_000,1
1A,p475749,low,19,3,low_A_000,1
1A,p475749,low,20,3,low_B_111,1
1A,p475749,low,21,3,low_B_110,1
1A,p475749,low,22,3,low_A_010,1
1A,p475749,low,23,3,low_B_101,1
1A,p475749,low,24,3,low_B_111,1
1A,p490605,low,1,1,low_B_110,1
1A,p490605,low,2,1,low_B_111,0
1A,p490605,low,3,1,low_A_001,1
1A,p490605,low,4,1,low_A_000,1
1A,p490605,low,5,1,low_A_010,1
1A,p490605,low,6,1,low_A_000,1
1A,p490605,low,7,1,low_B_101,0
1A,p490605,low,8,1,low_B_111,1
1A,p490605,low,9,2,low_A_000,0
1A,p490605,low,10,2,low_A_010,0
1A,p490605,low,11,2,low_B_110,0
1A,p490605,low,12,2,low_A_000,0
1A,p490605,low,13,2,low_B_101,1
1A,p490605,low,14,2,low_B_111,1
1A,p490605,low,15,2,low_B_111,1
1A,p490605,low,16,2,low_A_001,0
1A,p490605,low,17,3,low_B_111,1
1A,p490605,low,18,3,low_A_000,1
1A,p490605,low,19,3,low_A_000,1
1A,p490605,low,20,3,low_B_111,0
1A,p490605,low,21,3,low_A_001,0
1A,p490605,low,22,3,low_B_110,1
1A,p490605,low,23,3,low_A_010,0
1A,p490605,low,24,3,low_B_101,1
1A,p511864,low,1,1,low_A_000,1
1A,p511864,low,2,1,low_A_000,1
1A,p511864,low,3,1,low_B_110,1
1A,p511864,low,4,1,low_A_010,0
1A,p511864,low,5,1,low_A_001,0
1A,p511864,low,6,1,low_B_111,1
1A,p511864,low,7,1,low_B_101,0
1A,p511864,low,8,1,low_B_111,1
1A,p511864,low,9,2,low_A_000,0
1A,p511864,low,10,2,low_A_001,0
1A,p511864,low,11,2,low_A_000,0
1A,p511864,low,12,2,low_B_110,1
1A,p511864,low,13,2,low_A_010,0
1A,p511864,low,14,2,low_B_101,1
1A,p511864,low,15,2,low_B_111,0
1A,p511864,low,16,2,low_B_111,0
1A,p511864,low,17,3,low_B_111,1
1A,p511864,low,18,3,low_A_000,1
1A,p511864,low,19,3,low_B_101,0
1A,p511864,low,20,3,low_A_000,0
1A,p511864,low,21,3,low_B_111,0
1A,p511864,low,22,3,low_B_110,1
1A,p511864,low,23,3,low_A_010,0
1A,p511864,low,24,3,low_A_001,1
1A,p515928,low,1,1,low_B_110,0
1A,p515928,low,2,1,low_A_000,1
1A,p515928,low,3,1,low_A_000,1
1A,p515928,low,4,1,low_A_001,0
1A,p515928,low,5,1,low_A_010,1
1A,p515928,low,6,1,low_B_111,0
1A,p515928,low,7,1,low_B_111,1
1A,p515928,low,8,1,low_B_101,1
1A,p515928,low,9,2,low_B_111,1
1A,p515928,low,10,2,low_A_001,0
1A,p515928,low,11,2,low_B_111,0
1A,p515928,low,12,2,low_A_010,1
1A,p515928,low,13,2,low_B_101,0
1A,p515928,low,14,2,low_B_110,1
1A,p515928,low,15,2,low_A_000,0
1A,p515928,low,16,2,low_A_000,0
1A,p515928,low,17,3,low_B_101,0
1A,p515928,low,18,3,low_A_000,0
1A,p515928,low,19,3,low_B_111,0
1A,p515928,low,20,3,low_A_000,0
1A,p515928,low,21,3,low_B_110,0
1A,p515928,low,22,3,low_A_001,0
1A,p515928,low,23,3,low_A_010,1
